Produit,Flux,Date,Montant
NAVIGATION MARITIME OU FLUVIALE,Importations,2021-03-01,1187121555.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Importations,2021-03-01,7138673566.0
HORLOGERIE,Importations,2021-03-01,24441015.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Importations,2021-03-01,2806905.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Importations,2021-03-01,533332540.0
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Importations,2021-03-01,3128995562.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Importations,2021-03-01,348469710.0
OUVRAGES DIVERS,Importations,2021-03-01,868843415.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Importations,2021-03-01,4238339.0
ANIMAUX VIVANTS,Exportations,2021-04-01,9128029.0
VIANDES ET ABATS COMESTIBLES,Exportations,2021-04-01,1960000.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Exportations,2021-04-01,25886409066.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Exportations,2021-04-01,495796702.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Exportations,2021-04-01,6144234.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Exportations,2021-04-01,66313854.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Exportations,2021-04-01,13171666068.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Exportations,2021-04-01,2744596200.0
"CAFE, THE, MATE ET EPICES",Exportations,2021-04-01,128449325.0
CEREALES,Exportations,2021-04-01,363446256.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Exportations,2021-04-01,697522439.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Exportations,2021-04-01,7254635768.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Exportations,2021-04-01,156264794.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Exportations,2021-04-01,4837296.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Exportations,2021-04-01,3957844423.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Exportations,2021-04-01,677105222.0
SUCRES ET SUCRERIES,Exportations,2021-04-01,352972755.0
CACAO ET SES PREPARATIONS,Exportations,2021-04-01,178120290.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Exportations,2021-04-01,3107564531.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Exportations,2021-04-01,778633454.0
PREPARATIONS ALIMENTAIRES DIVERSES,Exportations,2021-04-01,6685388818.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Exportations,2021-04-01,812139054.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Exportations,2021-04-01,220475274.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Exportations,2021-04-01,2204261174.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Exportations,2021-04-01,9432420052.0
"MINERAIS, SCORIES ET CENDRES",Exportations,2021-04-01,7715894386.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Exportations,2021-04-01,29811092670.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Exportations,2021-04-01,14889196033.0
PRODUITS CHIMIQUES ORGANIQUES,Exportations,2021-04-01,454311508.0
PRODUITS PHARMACEUTIQUES,Exportations,2021-04-01,97742593.0
ENGRAIS,Exportations,2021-04-01,4843190030.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Exportations,2021-04-01,45500428.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Exportations,2021-04-01,4696348794.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Exportations,2021-04-01,945561728.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Exportations,2021-04-01,60472979.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Exportations,2021-04-01,
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Exportations,2021-04-01,
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Exportations,2021-04-01,954409125.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Exportations,2021-04-01,1753504147.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Exportations,2021-04-01,668271582.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Exportations,2021-04-01,68707730.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Exportations,2021-04-01,2892005.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Exportations,2021-04-01,
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Exportations,2021-04-01,269839878.0
LIEGE ET OUVRAGES EN LIEGE,Exportations,2021-04-01,223025.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Exportations,2021-04-01,155553981.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Exportations,2021-04-01,4182283.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Exportations,2021-04-01,1343923383.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Exportations,2021-04-01,5152170.0
SOIE,Exportations,2021-04-01,
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Exportations,2021-04-01,
COTON,Exportations,2021-04-01,993823000.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Exportations,2021-04-01,1431045.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Exportations,2021-04-01,79410296.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Exportations,2021-04-01,1790282861.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Exportations,2021-04-01,53420520.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Exportations,2021-04-01,890000.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Exportations,2021-04-01,
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Exportations,2021-04-01,23015943.0
ETOFFES DE BONNETERIE,Exportations,2021-04-01,
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Exportations,2021-04-01,30427518.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Exportations,2021-04-01,16384427.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Exportations,2021-04-01,174257470.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Exportations,2021-04-01,536461900.0
COIFFURES ET PARTIES DE COIFFURES,Exportations,2021-04-01,682000.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Exportations,2021-04-01,
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Exportations,2021-04-01,2855037296.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Exportations,2021-04-01,4695990.0
PRODUITS CERAMIQUES,Exportations,2021-04-01,1066585704.0
VERRE ET OUVRAGES EN VERRE,Exportations,2021-04-01,82808550.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Exportations,2021-04-01,32364729095.0
"FONTE, FER ET ACIER",Exportations,2021-04-01,6378395301.0
"OUVRAGES EN FONTE, FER OU ACIER",Exportations,2021-04-01,791978536.0
CUIVRE ET OUVRAGES EN CUIVRE,Exportations,2021-04-01,101754324.0
NICKEL ET OUVRAGES EN NICKEL,Exportations,2021-04-01,
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Exportations,2021-04-01,288590362.0
PLOMB ET OUVRAGES EN PLOMB,Exportations,2021-04-01,754245904.0
ZINC ET OUVRAGES EN ZINC,Exportations,2021-04-01,35000.0
ETAIN ET OUVRAGES EN ETAIN,Exportations,2021-04-01,10000000.0
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Exportations,2021-04-01,104883188.0
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Exportations,2021-04-01,434983496.0
OUVRAGES DIVERS EN METAUX COMMUNS,Exportations,2021-04-01,124144754.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Exportations,2021-04-01,1834924031.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Exportations,2021-04-01,1411469975.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Exportations,2021-04-01,142806674.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Exportations,2021-04-01,1100312953.0
NAVIGATION AERIENNE OU SPATIALE,Exportations,2021-04-01,160295731.0
NAVIGATION MARITIME OU FLUVIALE,Exportations,2021-04-01,16944835.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Exportations,2021-04-01,38874234.0
HORLOGERIE,Exportations,2021-04-01,5113061.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Exportations,2021-04-01,130000.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Exportations,2021-04-01,
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Exportations,2021-04-01,303888151.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Exportations,2021-04-01,12348028.0
OUVRAGES DIVERS,Exportations,2021-04-01,11111168.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Exportations,2021-04-01,22486386.0
ANIMAUX VIVANTS,Importations,2021-04-01,110089743.0
VIANDES ET ABATS COMESTIBLES,Importations,2021-04-01,893700960.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Importations,2021-04-01,3827280977.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Importations,2021-04-01,4680314692.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Importations,2021-04-01,
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Importations,2021-04-01,31312118.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Importations,2021-04-01,863321704.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Importations,2021-04-01,2731693917.0
"CAFE, THE, MATE ET EPICES",Importations,2021-04-01,1198146677.0
CEREALES,Importations,2021-04-01,51378488092.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Importations,2021-04-01,1616627755.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Importations,2021-04-01,1133114345.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Importations,2021-04-01,11888940.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Importations,2021-04-01,
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Importations,2021-04-01,10223716060.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Importations,2021-04-01,458515028.0
SUCRES ET SUCRERIES,Importations,2021-04-01,2839328573.0
CACAO ET SES PREPARATIONS,Importations,2021-04-01,525645663.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Importations,2021-04-01,12450302369.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Importations,2021-04-01,1508280155.0
PREPARATIONS ALIMENTAIRES DIVERSES,Importations,2021-04-01,4394239834.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Importations,2021-04-01,2567357216.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Importations,2021-04-01,2457507423.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Importations,2021-04-01,1653578554.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Importations,2021-04-01,9570725181.0
"MINERAIS, SCORIES ET CENDRES",Importations,2021-04-01,53384114.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Importations,2021-04-01,117850231285.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Importations,2021-04-01,3722056345.0
PRODUITS CHIMIQUES ORGANIQUES,Importations,2021-04-01,3310889254.0
PRODUITS PHARMACEUTIQUES,Importations,2021-04-01,16126996267.0
ENGRAIS,Importations,2021-04-01,2010089045.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Importations,2021-04-01,2233060359.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Importations,2021-04-01,3678774690.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Importations,2021-04-01,1671573527.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Importations,2021-04-01,631902331.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Importations,2021-04-01,718309746.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Importations,2021-04-01,102627156.0
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Importations,2021-04-01,4192189229.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Importations,2021-04-01,17164066224.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Importations,2021-04-01,3993013495.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Importations,2021-04-01,17888711.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Importations,2021-04-01,438860947.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Importations,2021-04-01,400001.0
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Importations,2021-04-01,3263066360.0
LIEGE ET OUVRAGES EN LIEGE,Importations,2021-04-01,9976367.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Importations,2021-04-01,3516792.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Importations,2021-04-01,129865627.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Importations,2021-04-01,5645564730.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Importations,2021-04-01,202508653.0
SOIE,Importations,2021-04-01,33867514.0
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Importations,2021-04-01,12839848.0
COTON,Importations,2021-04-01,570673427.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Importations,2021-04-01,22006357.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Importations,2021-04-01,476683544.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Importations,2021-04-01,3111978501.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Importations,2021-04-01,536452906.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Importations,2021-04-01,160620007.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Importations,2021-04-01,169262849.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Importations,2021-04-01,139186514.0
ETOFFES DE BONNETERIE,Importations,2021-04-01,
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Importations,2021-04-01,673203308.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Importations,2021-04-01,2333828402.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Importations,2021-04-01,3808210926.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Importations,2021-04-01,952280586.0
COIFFURES ET PARTIES DE COIFFURES,Importations,2021-04-01,453374308.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Importations,2021-04-01,6725536.0
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Importations,2021-04-01,29852207.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Importations,2021-04-01,839413514.0
PRODUITS CERAMIQUES,Importations,2021-04-01,4564195051.0
VERRE ET OUVRAGES EN VERRE,Importations,2021-04-01,1856816335.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Importations,2021-04-01,179357557.0
"FONTE, FER ET ACIER",Importations,2021-04-01,20262245622.0
"OUVRAGES EN FONTE, FER OU ACIER",Importations,2021-04-01,32224492439.0
CUIVRE ET OUVRAGES EN CUIVRE,Importations,2021-04-01,2402158478.0
NICKEL ET OUVRAGES EN NICKEL,Importations,2021-04-01,69286296.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Importations,2021-04-01,1953246970.0
PLOMB ET OUVRAGES EN PLOMB,Importations,2021-04-01,2371395.0
ZINC ET OUVRAGES EN ZINC,Importations,2021-04-01,59032976.0
ETAIN ET OUVRAGES EN ETAIN,Importations,2021-04-01,
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Importations,2021-04-01,62235640.0
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Importations,2021-04-01,762395818.0
OUVRAGES DIVERS EN METAUX COMMUNS,Importations,2021-04-01,853141256.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Importations,2021-04-01,36870394969.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Importations,2021-04-01,19119063000.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Importations,2021-04-01,225642275.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Importations,2021-04-01,24924257985.0
NAVIGATION AERIENNE OU SPATIALE,Importations,2021-04-01,8945921.0
NAVIGATION MARITIME OU FLUVIALE,Importations,2021-04-01,90692930.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Importations,2021-04-01,5876922883.0
HORLOGERIE,Importations,2021-04-01,27997725.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Importations,2021-04-01,1324454.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Importations,2021-04-01,110525043.0
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Importations,2021-04-01,3428889993.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Importations,2021-04-01,274229211.0
OUVRAGES DIVERS,Importations,2021-04-01,666186916.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Importations,2021-04-01,5698704.0
ANIMAUX VIVANTS,Exportations,2021-05-01,5769797.0
VIANDES ET ABATS COMESTIBLES,Exportations,2021-05-01,57974671.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Exportations,2021-05-01,31174100215.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Exportations,2021-05-01,460194357.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Exportations,2021-05-01,31671229.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Exportations,2021-05-01,20873179.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Exportations,2021-05-01,4286498735.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Exportations,2021-05-01,1726987157.0
"CAFE, THE, MATE ET EPICES",Exportations,2021-05-01,114127638.0
CEREALES,Exportations,2021-05-01,530933048.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Exportations,2021-05-01,499507604.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Exportations,2021-05-01,1696825290.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Exportations,2021-05-01,9024000.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Exportations,2021-05-01,3228750.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Exportations,2021-05-01,1266448462.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Exportations,2021-05-01,661389405.0
SUCRES ET SUCRERIES,Exportations,2021-05-01,185938884.0
CACAO ET SES PREPARATIONS,Exportations,2021-05-01,306002166.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Exportations,2021-05-01,1823009445.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Exportations,2021-05-01,647519749.0
PREPARATIONS ALIMENTAIRES DIVERSES,Exportations,2021-05-01,7287238492.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Exportations,2021-05-01,500802964.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Exportations,2021-05-01,300114006.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Exportations,2021-05-01,2577883055.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Exportations,2021-05-01,8120910314.0
"MINERAIS, SCORIES ET CENDRES",Exportations,2021-05-01,10175060799.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Exportations,2021-05-01,35649265926.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Exportations,2021-05-01,25602492734.0
PRODUITS CHIMIQUES ORGANIQUES,Exportations,2021-05-01,270510715.0
PRODUITS PHARMACEUTIQUES,Exportations,2021-05-01,15829611.0
ENGRAIS,Exportations,2021-05-01,5224169220.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Exportations,2021-05-01,133951011.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Exportations,2021-05-01,2849175577.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Exportations,2021-05-01,807934993.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Exportations,2021-05-01,6247830.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Exportations,2021-05-01,
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Exportations,2021-05-01,
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Exportations,2021-05-01,590464058.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Exportations,2021-05-01,1583223318.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Exportations,2021-05-01,1093877467.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Exportations,2021-05-01,143974727.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Exportations,2021-05-01,10781321.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Exportations,2021-05-01,400000.0
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Exportations,2021-05-01,117655138.0
LIEGE ET OUVRAGES EN LIEGE,Exportations,2021-05-01,
OUVRAGES DE SPARTERIE OU DE VANNERIE,Exportations,2021-05-01,165257576.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Exportations,2021-05-01,
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Exportations,2021-05-01,1676177838.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Exportations,2021-05-01,18657969.0
SOIE,Exportations,2021-05-01,
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Exportations,2021-05-01,
COTON,Exportations,2021-05-01,1066057905.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Exportations,2021-05-01,405000.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Exportations,2021-05-01,290000.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Exportations,2021-05-01,1719189894.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Exportations,2021-05-01,181544280.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Exportations,2021-05-01,1215000.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Exportations,2021-05-01,1015800.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Exportations,2021-05-01,15708505.0
